,TOP_RGB,BOTTOM_RGB,path
11,"(91, 75, 67)","(200, 197, 200)",businesscasual_images/1_12.webp
13,"(52, 51, 60)","(55, 56, 66)",businesscasual_images/1_14.webp
14,"(42, 82, 92)","(176, 169, 180)",businesscasual_images/1_15.webp
15,"(61, 71, 98)","(70, 77, 101)",businesscasual_images/1_16.webp
16,"(74, 78, 92)","(57, 57, 75)",businesscasual_images/1_17.webp
17,"(50, 52, 72)","(67, 68, 84)",businesscasual_images/1_18.webp
18,"(50, 54, 78)","(59, 58, 73)",businesscasual_images/1_19.webp
19,"(55, 50, 54)","(55, 53, 57)",businesscasual_images/1_20.webp
20,"(67, 74, 91)","(194, 179, 174)",businesscasual_images/1_21.webp
21,"(200, 192, 186)","(171, 156, 149)",businesscasual_images/1_22.webp
22,"(134, 111, 102)","(127, 110, 101)",businesscasual_images/1_23.webp
23,"(62, 74, 88)","(60, 75, 90)",businesscasual_images/1_24.webp
24,"(111, 115, 127)","(38, 46, 56)",businesscasual_images/1_25.webp
25,"(71, 75, 87)","(81, 63, 63)",businesscasual_images/1_26.webp
26,"(154, 141, 136)","(61, 57, 64)",businesscasual_images/1_27.webp
27,"(122, 105, 104)","(135, 116, 110)",businesscasual_images/1_28.webp
29,"(144, 111, 50)","(120, 88, 67)",businesscasual_images/1_30.webp
31,"(54, 54, 60)","(60, 60, 64)",businesscasual_images/1_32.webp
33,"(70, 64, 75)","(161, 135, 135)",businesscasual_images/1_34.webp
34,"(108, 115, 141)","(173, 157, 167)",businesscasual_images/1_35.webp
35,"(57, 63, 79)","(78, 86, 108)",businesscasual_images/1_36.webp
36,"(93, 96, 120)","(63, 65, 89)",businesscasual_images/1_37.webp
38,"(107, 99, 113)","(105, 111, 125)",businesscasual_images/1_39.webp
39,"(71, 70, 70)","(32, 31, 31)",businesscasual_images/1_40.webp
41,"(15, 16, 25)","(114, 87, 63)",businesscasual_images/1_42.webp
43,"(136, 131, 120)","(137, 124, 123)",businesscasual_images/1_44.webp
44,"(87, 88, 70)","(23, 23, 25)",businesscasual_images/1_45.webp
45,"(106, 105, 102)","(129, 127, 125)",businesscasual_images/1_46.webp
46,"(70, 72, 66)","(68, 70, 69)",businesscasual_images/1_47.webp
47,"(117, 90, 63)","(136, 100, 59)",businesscasual_images/1_48.webp
48,"(136, 129, 117)","(100, 96, 87)",businesscasual_images/1_49.webp
49,"(32, 40, 57)","(157, 145, 138)",businesscasual_images/1_50.webp
50,"(168, 158, 163)","(159, 161, 164)",businesscasual_images/1_51.webp
51,"(172, 170, 173)","(56, 58, 69)",businesscasual_images/1_52.webp
52,"(65, 59, 68)","(59, 57, 65)",businesscasual_images/1_53.webp
53,"(50, 43, 43)","(55, 57, 59)",businesscasual_images/1_54.webp
55,"(52, 58, 51)","(126, 126, 121)",businesscasual_images/1_56.webp
56,"(155, 168, 191)","(35, 40, 49)",businesscasual_images/1_57.webp
57,"(213, 199, 180)","(204, 187, 169)",businesscasual_images/1_58.webp
58,"(86, 88, 96)","(72, 74, 83)",businesscasual_images/1_59.webp
59,"(90, 90, 100)","(166, 179, 183)",businesscasual_images/2_0.webp
60,"(138, 127, 135)","(51, 65, 76)",businesscasual_images/2_1.webp
61,"(103, 107, 128)","(109, 115, 135)",businesscasual_images/2_2.webp
62,"(80, 85, 108)","(125, 141, 165)",businesscasual_images/2_3.webp
63,"(91, 96, 109)","(169, 111, 126)",businesscasual_images/2_4.webp
64,"(100, 85, 83)","(77, 71, 70)",businesscasual_images/2_5.webp
65,"(78, 74, 81)","(72, 68, 75)",businesscasual_images/2_6.webp
66,"(123, 114, 96)","(178, 150, 118)",businesscasual_images/2_7.webp
67,"(64, 65, 72)","(48, 48, 53)",businesscasual_images/2_9.webp
68,"(48, 50, 53)","(21, 24, 29)",businesscasual_images/2_10.webp
69,"(56, 55, 69)","(34, 45, 65)",businesscasual_images/2_11.webp
70,"(91, 75, 67)","(200, 197, 200)",businesscasual_images/2_12.webp
72,"(52, 51, 60)","(55, 56, 66)",businesscasual_images/2_14.webp
73,"(42, 82, 92)","(176, 169, 180)",businesscasual_images/2_15.webp
74,"(61, 71, 98)","(70, 77, 101)",businesscasual_images/2_16.webp
75,"(74, 78, 92)","(57, 57, 75)",businesscasual_images/2_17.webp
76,"(50, 52, 72)","(67, 68, 84)",businesscasual_images/2_18.webp
77,"(50, 54, 78)","(59, 58, 73)",businesscasual_images/2_19.webp
78,"(55, 50, 54)","(55, 53, 57)",businesscasual_images/2_20.webp
79,"(67, 74, 91)","(194, 179, 174)",businesscasual_images/2_21.webp
80,"(200, 192, 186)","(171, 156, 149)",businesscasual_images/2_22.webp
81,"(134, 111, 102)","(127, 110, 101)",businesscasual_images/2_23.webp
82,"(62, 74, 88)","(60, 75, 90)",businesscasual_images/2_24.webp
83,"(111, 115, 127)","(38, 46, 56)",businesscasual_images/2_25.webp
84,"(71, 75, 87)","(81, 63, 63)",businesscasual_images/2_26.webp
85,"(154, 141, 136)","(61, 57, 64)",businesscasual_images/2_27.webp
86,"(122, 105, 104)","(135, 116, 110)",businesscasual_images/2_28.webp
88,"(144, 111, 50)","(120, 88, 67)",businesscasual_images/2_30.webp
90,"(54, 54, 60)","(60, 60, 64)",businesscasual_images/2_32.webp
92,"(70, 64, 75)","(161, 135, 135)",businesscasual_images/2_34.webp
93,"(108, 115, 141)","(173, 157, 167)",businesscasual_images/2_35.webp
94,"(57, 63, 79)","(78, 86, 108)",businesscasual_images/2_36.webp
95,"(93, 96, 120)","(63, 65, 89)",businesscasual_images/2_37.webp
97,"(107, 99, 113)","(105, 111, 125)",businesscasual_images/2_39.webp
98,"(71, 70, 70)","(32, 31, 31)",businesscasual_images/2_40.webp
100,"(15, 16, 25)","(114, 87, 63)",businesscasual_images/2_42.webp
102,"(136, 131, 120)","(137, 124, 123)",businesscasual_images/2_44.webp
103,"(87, 88, 70)","(23, 23, 25)",businesscasual_images/2_45.webp
104,"(106, 105, 102)","(129, 127, 125)",businesscasual_images/2_46.webp
105,"(70, 72, 66)","(68, 70, 69)",businesscasual_images/2_47.webp
106,"(117, 90, 63)","(136, 100, 59)",businesscasual_images/2_48.webp
107,"(136, 129, 117)","(100, 96, 87)",businesscasual_images/2_49.webp
108,"(32, 40, 57)","(157, 145, 138)",businesscasual_images/2_50.webp
109,"(168, 158, 163)","(159, 161, 164)",businesscasual_images/2_51.webp
110,"(172, 170, 173)","(56, 58, 69)",businesscasual_images/2_52.webp
111,"(65, 59, 68)","(59, 57, 65)",businesscasual_images/2_53.webp
112,"(50, 43, 43)","(55, 57, 59)",businesscasual_images/2_54.webp
114,"(52, 58, 51)","(126, 126, 121)",businesscasual_images/2_56.webp
115,"(155, 168, 191)","(35, 40, 49)",businesscasual_images/2_57.webp
116,"(213, 199, 180)","(204, 187, 169)",businesscasual_images/2_58.webp
117,"(86, 88, 96)","(72, 74, 83)",businesscasual_images/2_59.webp
118,"(90, 90, 100)","(166, 179, 183)",businesscasual_images/3_0.webp
119,"(138, 127, 135)","(51, 65, 76)",businesscasual_images/3_1.webp
120,"(103, 107, 128)","(109, 115, 135)",businesscasual_images/3_2.webp
121,"(80, 85, 108)","(125, 141, 165)",businesscasual_images/3_3.webp
122,"(91, 96, 109)","(169, 111, 126)",businesscasual_images/3_4.webp
123,"(100, 85, 83)","(77, 71, 70)",businesscasual_images/3_5.webp
124,"(78, 74, 81)","(72, 68, 75)",businesscasual_images/3_6.webp
125,"(123, 114, 96)","(178, 150, 118)",businesscasual_images/3_7.webp
126,"(64, 65, 72)","(48, 48, 53)",businesscasual_images/3_9.webp
127,"(48, 50, 53)","(21, 24, 29)",businesscasual_images/3_10.webp
128,"(56, 55, 69)","(34, 45, 65)",businesscasual_images/3_11.webp
129,"(91, 75, 67)","(200, 197, 200)",businesscasual_images/3_12.webp
131,"(52, 51, 60)","(55, 56, 66)",businesscasual_images/3_14.webp
132,"(42, 82, 92)","(176, 169, 180)",businesscasual_images/3_15.webp
133,"(61, 71, 98)","(70, 77, 101)",businesscasual_images/3_16.webp
134,"(74, 78, 92)","(57, 57, 75)",businesscasual_images/3_17.webp
135,"(50, 52, 72)","(67, 68, 84)",businesscasual_images/3_18.webp
136,"(50, 54, 78)","(59, 58, 73)",businesscasual_images/3_19.webp
137,"(55, 50, 54)","(55, 53, 57)",businesscasual_images/3_20.webp
138,"(67, 74, 91)","(194, 179, 174)",businesscasual_images/3_21.webp
139,"(200, 192, 186)","(171, 156, 149)",businesscasual_images/3_22.webp
140,"(134, 111, 102)","(127, 110, 101)",businesscasual_images/3_23.webp
141,"(62, 74, 88)","(60, 75, 90)",businesscasual_images/3_24.webp
142,"(111, 115, 127)","(38, 46, 56)",businesscasual_images/3_25.webp
143,"(71, 75, 87)","(81, 63, 63)",businesscasual_images/3_26.webp
144,"(154, 141, 136)","(61, 57, 64)",businesscasual_images/3_27.webp
145,"(122, 105, 104)","(135, 116, 110)",businesscasual_images/3_28.webp
147,"(144, 111, 50)","(120, 88, 67)",businesscasual_images/3_30.webp
149,"(54, 54, 60)","(60, 60, 64)",businesscasual_images/3_32.webp
151,"(70, 64, 75)","(161, 135, 135)",businesscasual_images/3_34.webp
152,"(108, 115, 141)","(173, 157, 167)",businesscasual_images/3_35.webp
153,"(57, 63, 79)","(78, 86, 108)",businesscasual_images/3_36.webp
154,"(93, 96, 120)","(63, 65, 89)",businesscasual_images/3_37.webp
156,"(107, 99, 113)","(105, 111, 125)",businesscasual_images/3_39.webp
157,"(71, 70, 70)","(32, 31, 31)",businesscasual_images/3_40.webp
159,"(15, 16, 25)","(114, 87, 63)",businesscasual_images/3_42.webp
161,"(136, 131, 120)","(137, 124, 123)",businesscasual_images/3_44.webp
162,"(87, 88, 70)","(23, 23, 25)",businesscasual_images/3_45.webp
163,"(106, 105, 102)","(129, 127, 125)",businesscasual_images/3_46.webp
164,"(70, 72, 66)","(68, 70, 69)",businesscasual_images/3_47.webp
165,"(117, 90, 63)","(136, 100, 59)",businesscasual_images/3_48.webp
166,"(136, 129, 117)","(100, 96, 87)",businesscasual_images/3_49.webp
167,"(32, 40, 57)","(157, 145, 138)",businesscasual_images/3_50.webp
168,"(168, 158, 163)","(159, 161, 164)",businesscasual_images/3_51.webp
169,"(172, 170, 173)","(56, 58, 69)",businesscasual_images/3_52.webp
170,"(65, 59, 68)","(59, 57, 65)",businesscasual_images/3_53.webp
171,"(50, 43, 43)","(55, 57, 59)",businesscasual_images/3_54.webp
173,"(52, 58, 51)","(126, 126, 121)",businesscasual_images/3_56.webp
174,"(155, 168, 191)","(35, 40, 49)",businesscasual_images/3_57.webp
175,"(213, 199, 180)","(204, 187, 169)",businesscasual_images/3_58.webp
176,"(86, 88, 96)","(72, 74, 83)",businesscasual_images/3_59.webp
177,"(90, 90, 100)","(166, 179, 183)",businesscasual_images/4_0.webp
178,"(138, 127, 135)","(51, 65, 76)",businesscasual_images/4_1.webp
179,"(103, 107, 128)","(109, 115, 135)",businesscasual_images/4_2.webp
180,"(80, 85, 108)","(125, 141, 165)",businesscasual_images/4_3.webp
181,"(91, 96, 109)","(169, 111, 126)",businesscasual_images/4_4.webp
182,"(100, 85, 83)","(77, 71, 70)",businesscasual_images/4_5.webp
183,"(78, 74, 81)","(72, 68, 75)",businesscasual_images/4_6.webp
184,"(123, 114, 96)","(178, 150, 118)",businesscasual_images/4_7.webp
185,"(64, 65, 72)","(48, 48, 53)",businesscasual_images/4_9.webp
186,"(48, 50, 53)","(21, 24, 29)",businesscasual_images/4_10.webp
187,"(56, 55, 69)","(34, 45, 65)",businesscasual_images/4_11.webp
188,"(91, 75, 67)","(200, 197, 200)",businesscasual_images/4_12.webp
