,TOP_RGB,BOTTOM_RGB,path
97,"(142, 164, 198)","(157, 152, 161)",street_images/2_37.webp
99,"(173, 123, 147)","(140, 133, 140)",street_images/2_39.webp
100,"(93, 120, 157)","(51, 86, 139)",street_images/2_40.webp
101,"(212, 212, 227)","(152, 155, 155)",street_images/2_41.webp
102,"(94, 68, 91)","(53, 77, 106)",street_images/2_42.webp
103,"(58, 56, 55)","(120, 134, 150)",street_images/2_43.webp
104,"(49, 48, 40)","(22, 19, 23)",street_images/2_44.webp
105,"(55, 42, 36)","(191, 162, 144)",street_images/2_45.webp
107,"(75, 67, 71)","(208, 171, 173)",street_images/2_47.webp
108,"(137, 139, 140)","(86, 86, 87)",street_images/2_48.webp
109,"(134, 132, 148)","(112, 118, 129)",street_images/2_49.webp
110,"(148, 168, 211)","(143, 146, 161)",street_images/2_50.webp
111,"(88, 104, 96)","(152, 162, 191)",street_images/2_51.webp
112,"(120, 101, 94)","(124, 95, 73)",street_images/2_52.webp
113,"(229, 222, 220)","(161, 157, 154)",street_images/2_53.webp
114,"(51, 45, 47)","(39, 42, 48)",street_images/2_54.webp
115,"(166, 157, 159)","(149, 134, 137)",street_images/2_55.webp
116,"(176, 160, 148)","(191, 173, 159)",street_images/2_56.webp
117,"(147, 80, 87)","(93, 88, 85)",street_images/2_57.webp
118,"(43, 48, 55)","(161, 163, 177)",street_images/2_58.webp
119,"(117, 137, 161)","(50, 50, 48)",street_images/2_59.webp
120,"(196, 192, 193)","(59, 54, 54)",street_images/3_0.webp
121,"(124, 122, 128)","(84, 51, 59)",street_images/3_1.webp
122,"(76, 78, 84)","(61, 62, 65)",street_images/3_2.webp
123,"(89, 80, 79)","(34, 28, 26)",street_images/3_3.webp
125,"(151, 132, 128)","(161, 135, 121)",street_images/3_5.webp
126,"(95, 89, 88)","(139, 124, 117)",street_images/3_6.webp
127,"(80, 77, 68)","(44, 35, 31)",street_images/3_7.webp
128,"(109, 115, 126)","(63, 60, 67)",street_images/3_8.webp
129,"(154, 163, 171)","(92, 103, 105)",street_images/3_9.webp
130,"(100, 130, 130)","(126, 133, 124)",street_images/3_10.webp
131,"(146, 144, 139)","(117, 124, 129)",street_images/3_11.webp
132,"(148, 150, 160)","(130, 110, 111)",street_images/3_12.webp
133,"(96, 113, 132)","(149, 143, 141)",street_images/3_13.webp
135,"(57, 56, 63)","(15, 14, 16)",street_images/3_15.webp
137,"(230, 215, 202)","(14, 18, 22)",street_images/3_17.webp
138,"(106, 97, 96)","(180, 164, 153)",street_images/3_18.webp
139,"(49, 49, 57)","(88, 81, 76)",street_images/3_19.webp
140,"(127, 131, 129)","(145, 134, 125)",street_images/3_20.webp
141,"(213, 218, 221)","(143, 143, 147)",street_images/3_21.webp
142,"(146, 148, 156)","(94, 86, 79)",street_images/3_22.webp
143,"(202, 200, 211)","(77, 75, 72)",street_images/3_23.webp
144,"(181, 169, 170)","(188, 182, 200)",street_images/3_24.webp
145,"(52, 54, 62)","(58, 58, 65)",street_images/3_25.webp
146,"(121, 114, 114)","(72, 70, 74)",street_images/3_26.webp
149,"(165, 169, 169)","(66, 67, 73)",street_images/3_29.webp
150,"(87, 78, 81)","(115, 113, 117)",street_images/3_30.webp
151,"(186, 47, 50)","(57, 50, 46)",street_images/3_31.webp
152,"(83, 82, 82)","(88, 48, 42)",street_images/3_32.webp
153,"(167, 174, 164)","(162, 157, 154)",street_images/3_33.webp
154,"(134, 123, 115)","(92, 86, 83)",street_images/3_34.webp
155,"(173, 164, 175)","(127, 106, 105)",street_images/3_35.webp
156,"(49, 47, 54)","(144, 147, 170)",street_images/3_36.webp
157,"(142, 164, 198)","(157, 152, 161)",street_images/3_37.webp
159,"(173, 123, 147)","(140, 133, 140)",street_images/3_39.webp
160,"(93, 120, 157)","(51, 86, 139)",street_images/3_40.webp
161,"(212, 212, 227)","(152, 155, 155)",street_images/3_41.webp
162,"(94, 68, 91)","(53, 77, 106)",street_images/3_42.webp
163,"(58, 56, 55)","(120, 134, 150)",street_images/3_43.webp
164,"(49, 48, 40)","(22, 19, 23)",street_images/3_44.webp
165,"(55, 42, 36)","(191, 162, 144)",street_images/3_45.webp
167,"(75, 67, 71)","(208, 171, 173)",street_images/3_47.webp
168,"(137, 139, 140)","(86, 86, 87)",street_images/3_48.webp
169,"(134, 132, 148)","(112, 118, 129)",street_images/3_49.webp
170,"(148, 168, 211)","(143, 146, 161)",street_images/3_50.webp
171,"(88, 104, 96)","(152, 162, 191)",street_images/3_51.webp
172,"(120, 101, 94)","(124, 95, 73)",street_images/3_52.webp
173,"(229, 222, 220)","(161, 157, 154)",street_images/3_53.webp
174,"(51, 45, 47)","(39, 42, 48)",street_images/3_54.webp
175,"(166, 157, 159)","(149, 134, 137)",street_images/3_55.webp
176,"(176, 160, 148)","(191, 173, 159)",street_images/3_56.webp
177,"(147, 80, 87)","(93, 88, 85)",street_images/3_57.webp
178,"(43, 48, 55)","(161, 163, 177)",street_images/3_58.webp
179,"(117, 137, 161)","(50, 50, 48)",street_images/3_59.webp
180,"(196, 192, 193)","(59, 54, 54)",street_images/4_0.webp
181,"(124, 122, 128)","(84, 51, 59)",street_images/4_1.webp
182,"(76, 78, 84)","(61, 62, 65)",street_images/4_2.webp
183,"(89, 80, 79)","(34, 28, 26)",street_images/4_3.webp
185,"(151, 132, 128)","(161, 135, 121)",street_images/4_5.webp
186,"(95, 89, 88)","(139, 124, 117)",street_images/4_6.webp
187,"(80, 77, 68)","(44, 35, 31)",street_images/4_7.webp
188,"(109, 115, 126)","(63, 60, 67)",street_images/4_8.webp
189,"(154, 163, 171)","(92, 103, 105)",street_images/4_9.webp
190,"(100, 130, 130)","(126, 133, 124)",street_images/4_10.webp
191,"(146, 144, 139)","(117, 124, 129)",street_images/4_11.webp
192,"(148, 150, 160)","(130, 110, 111)",street_images/4_12.webp
193,"(96, 113, 132)","(149, 143, 141)",street_images/4_13.webp
195,"(57, 56, 63)","(15, 14, 16)",street_images/4_15.webp
197,"(230, 215, 202)","(14, 18, 22)",street_images/4_17.webp
198,"(106, 97, 96)","(180, 164, 153)",street_images/4_18.webp
199,"(49, 49, 57)","(88, 81, 76)",street_images/4_19.webp
200,"(127, 131, 129)","(145, 134, 125)",street_images/4_20.webp
201,"(213, 218, 221)","(143, 143, 147)",street_images/4_21.webp
202,"(146, 148, 156)","(94, 86, 79)",street_images/4_22.webp
203,"(202, 200, 211)","(77, 75, 72)",street_images/4_23.webp
204,"(181, 169, 170)","(188, 182, 200)",street_images/4_24.webp
205,"(52, 54, 62)","(58, 58, 65)",street_images/4_25.webp
206,"(121, 114, 114)","(72, 70, 74)",street_images/4_26.webp
209,"(165, 169, 169)","(66, 67, 73)",street_images/4_29.webp
210,"(87, 78, 81)","(115, 113, 117)",street_images/4_30.webp
211,"(186, 47, 50)","(57, 50, 46)",street_images/4_31.webp
212,"(83, 82, 82)","(88, 48, 42)",street_images/4_32.webp
213,"(167, 174, 164)","(162, 157, 154)",street_images/4_33.webp
214,"(134, 123, 115)","(92, 86, 83)",street_images/4_34.webp
215,"(173, 164, 175)","(127, 106, 105)",street_images/4_35.webp
216,"(49, 47, 54)","(144, 147, 170)",street_images/4_36.webp
217,"(142, 164, 198)","(157, 152, 161)",street_images/4_37.webp
219,"(173, 123, 147)","(140, 133, 140)",street_images/4_39.webp
220,"(93, 120, 157)","(51, 86, 139)",street_images/4_40.webp
221,"(212, 212, 227)","(152, 155, 155)",street_images/4_41.webp
222,"(94, 68, 91)","(53, 77, 106)",street_images/4_42.webp
223,"(58, 56, 55)","(120, 134, 150)",street_images/4_43.webp
224,"(49, 48, 40)","(22, 19, 23)",street_images/4_44.webp
225,"(55, 42, 36)","(191, 162, 144)",street_images/4_45.webp
227,"(75, 67, 71)","(208, 171, 173)",street_images/4_47.webp
228,"(137, 139, 140)","(86, 86, 87)",street_images/4_48.webp
229,"(134, 132, 148)","(112, 118, 129)",street_images/4_49.webp
230,"(148, 168, 211)","(143, 146, 161)",street_images/4_50.webp
231,"(88, 104, 96)","(152, 162, 191)",street_images/4_51.webp
232,"(120, 101, 94)","(124, 95, 73)",street_images/4_52.webp
233,"(229, 222, 220)","(161, 157, 154)",street_images/4_53.webp
234,"(51, 45, 47)","(39, 42, 48)",street_images/4_54.webp
235,"(166, 157, 159)","(149, 134, 137)",street_images/4_55.webp
236,"(176, 160, 148)","(191, 173, 159)",street_images/4_56.webp
237,"(147, 80, 87)","(93, 88, 85)",street_images/4_57.webp
238,"(43, 48, 55)","(161, 163, 177)",street_images/4_58.webp
239,"(117, 137, 161)","(50, 50, 48)",street_images/4_59.webp
240,"(196, 192, 193)","(59, 54, 54)",street_images/5_0.webp
241,"(124, 122, 128)","(84, 51, 59)",street_images/5_1.webp
242,"(76, 78, 84)","(61, 62, 65)",street_images/5_2.webp
243,"(89, 80, 79)","(34, 28, 26)",street_images/5_3.webp
245,"(151, 132, 128)","(161, 135, 121)",street_images/5_5.webp
246,"(95, 89, 88)","(139, 124, 117)",street_images/5_6.webp
247,"(80, 77, 68)","(44, 35, 31)",street_images/5_7.webp
